id,btc_to_usd_rate,eth_to_usd_rate,ltc_to_usd_rate,data_date,ts
979,38406.82,2550.46,101.09,7/3/2022,34:10.5
980,38749.16,2577.11,100.75,9/3/2022,34:10.5
981,37991.05,2480.33,97.77,8/3/2022,34:10.5
982,41949.28,2727.86,107.08,10/3/2022,34:10.7
983,39431.4,2608.46,102.57,11/3/2022,34:11.3
984,38654.02,2552.52,104.51,12/3/2022,34:11.4
985,38815.56,2569.09,105.56,13/3/2022,34:12.5
986,37793.4,2516.42,101.68,14/3/2022,34:12.6
987,39678.51,2590.12,105.58,15/3/2022,34:12.7
988,41127.96,2775.16,111.69,17/3/2022,34:12.9
989,39298.11,2619.01,106.91,16/3/2022,34:12.9
990,61530.07,3847.38,183.77,18/10/2021,34:33.1
991,40950.23,2814.62,110.27,18/3/2022,34:33.5
992,41287.24,2862.44,114.9,21/3/2022,34:33.9
993,41781.37,2939.18,111.92,19/3/2022,34:33.9
994,44012.36,3112.95,126.53,25/3/2022,34:34.8
995,41017.7,2887.79,116.11,22/3/2022,34:34.8
996,42899.71,3037.82,122.52,24/3/2022,34:34.9
997,42232.05,2952.35,116.8,20/3/2022,34:35.0
998,42376.03,2970.51,122.83,23/3/2022,34:35.3
999,44336.19,3103.91,124,26/3/2022,34:35.9
1000,44538.21,3146.33,124.85,27/3/2022,34:36.1
1001,46850.01,3296.24,129.64,28/3/2022,34:37.1
1002,45525.25,3283.08,123.87,1/4/2022,34:37.2
1003,47146.92,3331.23,127.59,29/3/2022,34:37.2
1004,47448.41,3401.7,130.08,30/3/2022,34:37.2
1005,47078.02,3386.69,131.17,31/3/2022,34:37.2
1006,46296.36,3456.25,124.85,2/4/2022,35:02.7
1007,43166.71,3168.1,111.66,7/4/2022,35:03.8
1008,45826.24,3445.25,124.91,3/4/2022,35:04.5
1009,46420.08,3522.51,128.76,4/4/2022,35:04.5
1010,42261.9,3192.54,110.68,9/4/2022,35:05.1
1011,45523.25,3408,123.19,6/4/2022,35:05.3
1012,42766.46,3259.45,112.69,10/4/2022,35:05.3
1013,46594.39,3520.5,124.79,5/4/2022,35:05.3
1014,42165.96,3203.05,110.63,11/4/2022,35:05.7
1015,39535.88,2979.32,102.51,12/4/2022,35:07.0
1016,40086.7,3028.27,104.88,13/4/2022,35:07.0
1017,39953.62,3021.68,107.36,15/4/2022,35:07.0
1018,41147.15,3119.01,110.55,14/4/2022,35:07.0
1019,40554.6,3040.41,110.97,16/4/2022,35:07.0
1020,43444.71,3227.26,114.12,8/4/2022,35:07.0
1021,40387.6,3060.35,114.35,17/4/2022,35:07.3
1022,39681.11,2988.09,108.82,18/4/2022,35:33.1
1023,40810.87,3055.86,111.27,19/4/2022,35:33.6
1024,41371.88,3077.16,111.91,21/4/2022,35:34.2
1025,39712.2,2963.03,105.34,23/4/2022,35:34.6
1026,40483.38,2983.72,106.71,22/4/2022,35:34.9
1027,39459.63,2933.45,105.19,24/4/2022,35:35.2
1028,41501.56,3102.44,113.79,20/4/2022,35:35.3
1029,39463.75,2921.7,104.56,25/4/2022,35:35.9
1030,40440.9,3007.24,104.57,26/4/2022,35:36.0
1031,38118.43,2809.5,98.58,27/4/2022,35:36.2
1032,39741.21,2935.97,103.32,29/4/2022,35:36.4
1033,39251.02,2889.78,100.62,28/4/2022,35:36.4
1034,37640.35,2726.37,95.89,1/5/2022,35:37.5
1035,38592.27,2816.77,100.38,30/4/2022,35:37.5
1036,38510.88,2856.3,100.63,3/5/2022,35:37.5
1037,38469.49,2824.79,99.27,2/5/2022,35:37.5
1038,37651.38,2770.02,99,4/5/2022,36:03.4
1039,35999.1,2691.89,96.71,7/5/2022,36:04.8
1040,36537.22,2747.46,96.88,6/5/2022,36:04.8
1041,35458,2634.57,94.24,8/5/2022,36:05.0
1042,39669.56,2953.73,106.26,5/5/2022,36:05.5
1043,34033.49,2518.82,93.88,9/5/2022,36:05.6
1044,28977.75,2075.55,66.33,12/5/2022,36:06.5
1045,28941.95,1954.27,64.29,13/5/2022,36:06.7
1046,30078.27,2227.74,76.19,10/5/2022,36:06.9
1047,31002.39,2340.66,80.15,11/5/2022,36:07.1
1048,31293.31,2142.82,71.53,16/5/2022,36:07.3
1049,30041.9,2053.43,68.8,15/5/2022,36:07.4
1050,28645.2,1912.04,65.89,19/5/2022,36:08.5
1051,29839.89,2020.57,66.92,17/5/2022,36:08.5
1052,29234.73,2005.69,67.75,14/5/2022,36:08.5
1053,30412.1,2088.95,73.04,18/5/2022,36:08.5
1054,30274.59,2017.36,72.02,20/5/2022,36:33.2
1055,29407.4,1972.64,69.76,22/5/2022,36:33.6
1056,29079.31,1970.85,68.97,24/5/2022,36:34.0
1057,29155.74,1956.57,68.47,21/5/2022,36:34.1
1058,29503.48,1940.48,68.16,26/5/2022,36:35.0
1059,29627.61,1977.94,70.17,25/5/2022,36:35.1
1060,29166.06,1790.08,63.37,27/5/2022,36:35.5
1061,30258.04,2040.91,71.57,23/5/2022,36:35.6
1062,28598.31,1719.76,61.23,28/5/2022,36:35.9
1063,29008.99,1790.22,62.97,29/5/2022,36:36.1
1064,31716.67,1998.29,69.07,31/5/2022,36:36.3
1065,31784.18,1940.49,68.35,1/6/2022,36:36.5
1066,29789.19,1816.06,62.64,2/6/2022,36:36.5
1067,29447.08,1811.27,63.58,30/5/2022,36:36.5
1068,29672.77,1773.11,62.52,4/6/2022,36:37.6
1069,30429.12,1832.62,64.37,3/6/2022,36:37.6
1070,29837.56,1803.47,63.69,5/6/2022,37:04.0
1071,29866.44,1802.52,62.86,6/6/2022,37:04.0
1072,31349.59,1858.44,64.36,7/6/2022,37:04.8
1073,31111,1812.17,63.8,8/6/2022,37:05.0
1074,30079.59,1787.44,60.19,10/6/2022,37:05.2
1075,30182.92,1790.63,61.33,9/6/2022,37:05.4
1076,29058.79,1660.77,56.62,11/6/2022,37:05.8
1077,22460.97,1207.9,43.45,14/6/2022,37:06.6
1078,28395.03,1531.23,52.11,12/6/2022,37:06.8
1079,26555.17,1432.97,47.86,13/6/2022,37:07.0
1080,22562.33,1236.45,51.15,16/6/2022,37:07.2
1081,22120.23,1207.58,46.1,15/6/2022,37:07.2
1082,20371.96,1067.07,44.36,17/6/2022,37:07.2
1083,20552.39,1126.97,54.71,20/6/2022,37:08.2
1084,18944.66,993.64,47.11,19/6/2022,37:08.2
1085,20447.86,1085.65,47.53,18/6/2022,37:08.2
1086,20699.63,1126.44,53.53,22/6/2022,37:34.4
1087,19869.41,1043.68,51.85,23/6/2022,37:34.5
1088,20547.68,1127.04,52.7,21/6/2022,37:35.0
1089,21221.13,1224.26,55.82,25/6/2022,37:35.1
1090,21104.45,1144.01,55.7,24/6/2022,37:35.1
1091,20722.95,1191.27,55.85,28/6/2022,37:35.6
1092,20253.5,1142.47,52.65,29/6/2022,37:36.2
1093,21474.14,1241.14,58.86,26/6/2022,37:36.3
1094,20098,1099.09,53.64,30/6/2022,37:36.6
1095,19985.62,1070.08,53.82,1/7/2022,37:36.6
1096,19225.54,1065.58,50.47,3/7/2022,37:37.1
1097,19252.76,1058.3,51.13,2/7/2022,37:37.5
1098,21024.85,1196.99,56.57,27/6/2022,37:37.9
1099,19291.35,1072.9,50.86,4/7/2022,37:37.9
1100,20212.42,1149.98,52.2,5/7/2022,37:38.0
1101,20153.74,1131.16,49.65,6/7/2022,37:39.0
1102,21595.75,1216.78,54.05,10/7/2022,38:05.6
1103,20854.32,1167.66,52.09,11/7/2022,38:05.7
1104,20542.66,1185.61,50.29,7/7/2022,38:05.7
1105,21618.04,1237.55,52.13,8/7/2022,38:05.8
1106,21582.28,1213.38,51.3,9/7/2022,38:05.8
1107,19942.44,1095.48,48.68,12/7/2022,38:05.9
1108,21189.23,1355.5,55.08,17/7/2022,38:07.3
1109,20823.06,1231.07,51.74,16/7/2022,38:07.3
1110,20755.95,1335.35,55.21,18/7/2022,38:07.7
1111,20574.96,1192.67,51.32,15/7/2022,38:07.7
1112,19304.71,1037.5,47.28,13/7/2022,38:07.7
1113,20219.69,1114.06,49.49,14/7/2022,38:07.7
1114,23398.46,1542.6,57.91,20/7/2022,38:07.8
1115,22434.97,1581.09,58.58,19/7/2022,38:07.8
1116,23152.76,1575.44,58.02,22/7/2022,38:08.6
1117,23225.24,1521.88,57.2,21/7/2022,38:08.6
1118,22451.36,1549.16,56.33,24/7/2022,38:35.0
1119,22688.85,1535.68,56.1,23/7/2022,38:35.0
1120,21344.43,1440.63,54.17,26/7/2022,38:35.7
1121,21260.22,1449.6,53.89,27/7/2022,38:36.4
1122,22960.74,1636.53,59.04,28/7/2022,38:37.0
1123,23851.66,1725.19,63.42,29/7/2022,38:37.1
1124,22583.37,1598.12,58.4,25/7/2022,38:37.5
1125,23648.15,1698.02,60.46,31/7/2022,38:38.2
1126,23787.84,1722.46,60.71,30/7/2022,38:38.3
1127,23307.44,1679.31,59.76,1/8/2022,38:38.6
1128,22994.78,1631.1,58.1,3/8/2022,38:38.6
1129,22824.88,1618.78,57.63,4/8/2022,38:39.4
1130,22960.86,1691.18,60.86,7/8/2022,38:39.4
1131,22589.83,1605.55,59.62,5/8/2022,38:39.4
1132,23320.71,1737.12,62.57,6/8/2022,38:39.4
1133,23273.85,1630.81,59.48,2/8/2022,38:39.4
1134,23944.85,1880.96,61.89,12/8/2022,39:06.0
1135,23815.68,1777.36,62.61,9/8/2022,39:06.0
1136,23959.3,1854.42,61.58,11/8/2022,39:06.5
1137,24316.58,1936,63.16,15/8/2022,39:06.5
1138,23158.32,1703.35,59.17,10/8/2022,39:06.6
1139,24456.17,1984.72,63.86,14/8/2022,39:06.6
1140,23158.32,1700.52,61.1,8/8/2022,39:06.6
1141,24415.08,1959.94,62.93,13/8/2022,39:06.6
1142,24099.7,1899.05,60.68,16/8/2022,39:07.9
1143,23344.42,1834.52,60.54,18/8/2022,39:07.9
1144,23857.89,1877.06,61.31,17/8/2022,39:08.0
1145,23206.76,1848.29,60.02,19/8/2022,39:08.0
1146,21139.22,1575.76,54.1,21/8/2022,39:09.0
1147,20834.94,1608.64,54.02,20/8/2022,39:09.0
1148,21396.37,1624.89,57.23,23/8/2022,39:09.0
1149,21514.45,1617.88,55.69,22/8/2022,39:09.0
1150,21561.49,1695.16,56.61,26/8/2022,39:36.6
1151,21367.12,1653.57,56.47,25/8/2022,39:36.8
1152,20240.63,1508.04,52.69,27/8/2022,39:36.8
1153,21526.74,1665.95,57.11,24/8/2022,39:37.0
1154,19545.57,1426.29,53.4,29/8/2022,39:39.1
1155,20286.95,1551.51,55.79,30/8/2022,39:39.2
1156,20060,1578.97,60.92,5/9/2022,39:39.2
1157,19799.97,1524.12,53.01,31/8/2022,39:39.2
1158,19833.59,1557.55,60.19,4/9/2022,39:39.2
1159,20132.67,1586.1,57.58,2/9/2022,39:39.2
1160,19953.4,1575.81,60.99,3/9/2022,39:39.2
1161,20048.27,1554.25,53.84,1/9/2022,39:39.3
1162,20035.3,1490.87,53.03,28/8/2022,39:39.3
1163,18790.77,1558.92,54.09,7/9/2022,39:40.1
1164,19794.59,1617.87,60.44,6/9/2022,39:40.1
1165,19293.03,1629.61,57.29,8/9/2022,39:40.3
1166,21656.03,1774.73,63.32,11/9/2022,40:05.9
1167,22402.58,1716.65,61.38,13/9/2022,40:06.2
1168,20174.78,1574.4,59.08,14/9/2022,40:06.8
1169,21366.61,1719.38,61.16,10/9/2022,40:07.0
1170,21830.16,1766.97,62.17,12/9/2022,40:07.2
1171,19703.65,1472.85,56.34,16/9/2022,40:07.8
1172,20119.08,1470.15,57.85,18/9/2022,40:08.2
1173,19322.56,1635.72,57.97,9/9/2022,40:08.3
1174,20227.7,1639.12,60.2,15/9/2022,40:08.4
1175,19538.31,1376.23,52.89,20/9/2022,40:08.5
1176,19800.26,1433.64,55.93,17/9/2022,40:08.6
1177,19417.56,1334.71,52.66,19/9/2022,40:08.8
1178,18876.14,1322.74,52.33,21/9/2022,40:08.9
1179,18462.66,1245.36,51.08,22/9/2022,40:08.9
1180,19311.4,1327.24,55.23,24/9/2022,40:10.0
1181,19399.93,1326.14,53.6,23/9/2022,40:10.0
1182,19226.94,1336.45,53.45,27/9/2022,40:37.2
1183,18806.3,1294.65,52.53,26/9/2022,40:37.2
1184,19412.37,1336.92,53.29,29/9/2022,40:37.7
1185,19077.56,1327.87,52.68,28/9/2022,40:37.7
1186,19423.57,1328.74,53.48,1/10/2022,40:38.1
1187,18920.93,1317.49,53.42,25/9/2022,40:38.2
1188,19059.1,1276.84,51.81,3/10/2022,40:38.5
1189,19315.26,1311.79,52.92,2/10/2022,40:38.6
1190,19595.59,1336.04,53.98,30/9/2022,40:38.6
1191,20162.15,1352.37,54.65,6/10/2022,40:39.2
1192,19632.43,1323.44,54.17,4/10/2022,40:39.3
1193,20371.15,1362.1,55.33,5/10/2022,40:39.3
1194,19963.75,1352.18,53.55,7/10/2022,40:39.5
1195,19421.49,1315.71,52.8,9/10/2022,40:40.6
1196,19531.68,1331.12,52.84,8/10/2022,40:40.6
1197,19442.7,1323.27,53.91,10/10/2022,40:41.7
1198,19130.8,1289.94,52.65,11/10/2022,41:06.8
1199,19153.97,1294.21,52.23,13/10/2022,41:07.3
1200,19058.42,1279.87,52.01,12/10/2022,41:07.4
1201,19375.55,1286.89,51.08,14/10/2022,41:07.6
1202,19550.39,1331.57,51.86,18/10/2022,41:08.6
1203,19179.15,1296.42,51.31,15/10/2022,41:09.0
1204,19065.23,1274.61,50.3,16/10/2022,41:09.0
1205,19261.62,1305.89,51.45,17/10/2022,41:09.5
1206,19328.75,1310.79,51.86,19/10/2022,41:09.5
1207,19043.66,1282.59,51.23,21/10/2022,41:09.7
1208,19164.92,1299.94,51.65,22/10/2022,41:09.9
1209,19123.77,1284.92,50.92,20/10/2022,41:09.9
1210,19332.11,1343.74,52.55,25/10/2022,41:11.0
1211,19209.09,1313.82,52.18,23/10/2022,41:11.0
1212,19603.57,1363.93,54.03,24/10/2022,41:11.0
1213,20086.27,1460.34,55.97,26/10/2022,41:11.0
1214,20295.77,1514.2,54.77,28/10/2022,41:37.1
1215,20597.34,1554.81,54.92,29/10/2022,41:37.1
1216,20629.21,1590.88,55.39,31/10/2022,41:37.6
1217,20773.59,1566.46,57.37,27/10/2022,41:38.1
1218,20822.38,1620.18,56.63,30/10/2022,41:38.5
1219,20151.29,1518.15,60.95,3/11/2022,41:38.5
1220,20489.55,1572.58,55.02,1/11/2022,41:38.9
1221,20480.34,1578.35,55.12,2/11/2022,41:38.9
1222,20208.02,1530.81,61.86,4/11/2022,41:38.9
1223,21149.03,1644.84,67.59,5/11/2022,41:39.2
1224,21300.45,1627.17,69.27,6/11/2022,41:39.5
1225,20908.15,1568.27,68.26,7/11/2022,41:39.5
1226,18546.07,1333.97,57.8,9/11/2022,41:40.0
1227,15720,1083.95,49.53,10/11/2022,41:40.2
1228,20593.34,1568.45,67.44,8/11/2022,41:40.2
1229,17555.44,1295.55,60.39,11/11/2022,41:41.2
1230,17067.7,1289.16,61.33,12/11/2022,42:06.9
1231,16783.32,1254.98,59.88,13/11/2022,42:08.0
1232,16646.58,1215.2,57.43,17/11/2022,42:08.3
1233,16298.75,1219.4,57.26,14/11/2022,42:08.5
1234,16588.41,1241.58,56.59,15/11/2022,42:09.0
1235,16879.37,1251.95,57.92,16/11/2022,42:10.2
1236,15758.96,1105.68,61.23,22/11/2022,42:10.2
1237,16680.47,1198.01,62.54,18/11/2022,42:10.2
1238,16252.43,1140.04,61.99,21/11/2022,42:10.2
1239,16680.7,1216.31,63.9,20/11/2022,42:10.3
1240,16585.83,1183.55,78.9,24/11/2022,42:10.6
1241,16201.15,1138.25,70.54,23/11/2022,42:10.6
1242,16678.85,1210.73,62.55,19/11/2022,42:10.7
1243,16510.9,1198.65,74.06,26/11/2022,42:11.7
1244,16587.6,1202.78,78.61,25/11/2022,42:11.7
1245,16450.32,1204.89,76.45,27/11/2022,42:11.7
1246,16206.23,1167.22,73.92,29/11/2022,42:36.8
1247,16421.63,1193.46,74.86,28/11/2022,42:36.9
1248,16437.94,1216.04,75.78,30/11/2022,42:37.4
1249,17165.44,1294.68,79.2,1/12/2022,42:37.9
1250,17158.42,1308.89,78.13,3/12/2022,42:37.9
1251,16882.86,1240.27,76.43,4/12/2022,42:38.2
1252,16980.07,1276.48,77.58,2/12/2022,42:38.3
1253,17108.9,1279.67,77.15,5/12/2022,42:39.0
1254,16839.76,1231.49,76.92,8/12/2022,42:39.3
1255,16966.05,1259.32,80.21,6/12/2022,42:39.3
1256,17226.03,1280.15,78.25,9/12/2022,42:39.5
1257,17089.18,1271.36,79.91,7/12/2022,42:40.5
1258,17128.1,1266.45,76.35,11/12/2022,42:40.5
1259,17130.49,1262.75,76.3,10/12/2022,42:40.5
1260,17212.9,1275.74,76.23,13/12/2022,42:40.7
1261,17085.62,1263.08,76.5,12/12/2022,42:40.7
1262,17772.98,1320.47,77.37,14/12/2022,43:08.0
1263,17805.36,1307.42,75.34,15/12/2022,43:08.9
1264,16634.29,1166.98,66.24,17/12/2022,43:09.4
1265,17359.1,1266.48,72.43,16/12/2022,43:09.5
1266,16439.98,1167.59,63.34,20/12/2022,43:10.8
1267,16742.33,1183.37,64.42,19/12/2022,43:10.9
1268,16782.23,1187.17,64.91,18/12/2022,43:11.0
1269,16825.18,1213.7,65.39,22/12/2022,43:11.4
1270,16775.88,1219.99,65.76,24/12/2022,43:11.4
1271,16896.17,1216.76,65.57,21/12/2022,43:11.7
1272,16815.28,1217.48,66.17,23/12/2022,43:11.7
1273,16829.19,1218.41,69.19,26/12/2022,43:12.0
1274,16837.24,1220.49,65.75,25/12/2022,43:12.0
1275,16967,1233.75,70.77,27/12/2022,43:12.2
1276,16698.31,1211.06,68.66,28/12/2022,43:12.3
1277,16539.66,1189.33,66.28,29/12/2022,43:12.5
1278,16599.98,1199.19,67.91,31/12/2022,43:37.2
1279,16531.83,1195.25,70.1,1/1/2023,43:37.3
1280,16627.36,1199.73,66.62,30/12/2022,43:38.0
1281,16611.9,1199.97,70.88,2/1/2023,43:38.7
1282,16825.53,1250.87,74.2,6/1/2023,43:39.1
1283,16668.95,1214.21,75.52,4/1/2023,43:39.5
1284,16844.4,1256.35,75.4,5/1/2023,43:39.6
1285,16666.86,1213.77,74.71,3/1/2023,43:39.6
1286,16948,1268.94,75.9,7/1/2023,43:39.9
1287,17125.17,1289.73,78.09,9/1/2023,43:40.2
1288,16942.37,1263.84,76.36,8/1/2023,43:40.4
1289,17177.94,1320,81.6,10/1/2023,43:40.6
1290,17904.83,1389.21,84.08,12/1/2023,43:40.8
1291,18847.77,1416.05,86.08,13/1/2023,43:41.2
1292,17443.5,1335.69,80.86,11/1/2023,43:41.3
1293,19893.25,1449.38,85.99,14/1/2023,43:41.4
1294,21191.46,1577.01,85.91,17/1/2023,44:08.6
1295,21135.01,1565.52,87.02,18/1/2023,44:08.6
1296,20656.52,1508.87,82.62,19/1/2023,44:09.1
1297,20956.2,1550.06,87.84,15/1/2023,44:09.2
1298,20879.67,1552.83,87.37,16/1/2023,44:09.2
1299,22671.09,1658.36,90.29,21/1/2023,44:09.4
1300,22714.81,1628.01,87.58,23/1/2023,44:10.8
1301,22789.34,1626.83,87.93,22/1/2023,44:10.8
1302,21084.05,1550.96,84.23,20/1/2023,44:10.8
1303,22636.19,1556.1,87.24,25/1/2023,44:10.8
1304,22920.67,1626.71,89.96,24/1/2023,44:10.8
1305,23011.37,1601.14,87.53,27/1/2023,44:10.8
1306,23062.36,1612.64,89.44,26/1/2023,44:10.9
1307,23029.56,1572.4,89.7,29/1/2023,44:12.3
1308,23084.38,1598.14,88.91,28/1/2023,44:12.3
1309,23744.34,1644.79,94.87,30/1/2023,44:12.4
1310,23127.15,1585.32,94.12,1/2/2023,44:38.9
1311,23433.47,1663.63,99.89,4/2/2023,44:39.6
1312,22836.03,1566.23,91.35,31/1/2023,44:39.9
1313,23329.47,1666.83,98.49,5/2/2023,44:40.2
1314,23735.97,1642.06,100.33,2/2/2023,44:40.5
1315,22748.11,1613.26,95.88,7/2/2023,44:40.6
1316,23497.29,1643.14,98.64,3/2/2023,44:40.6
1317,23244.64,1671.27,100.84,8/2/2023,44:41.4
1318,22936.34,1629.44,96.69,6/2/2023,44:41.7
1319,21800.62,1545.64,92.11,10/2/2023,44:42.0
1320,21628.97,1513.04,93.29,11/2/2023,44:42.0
1321,22963.91,1650.65,99.23,9/2/2023,44:42.0
1322,21863.73,1538.85,94.3,12/2/2023,44:42.0
1323,22206.26,1556.52,95.87,15/2/2023,44:43.1
1324,21789,1506.29,91.14,14/2/2023,44:43.1
1325,21789.79,1515.24,92.49,13/2/2023,44:43.1
1326,23344.12,1630.2,98.22,17/2/2023,45:08.7
1327,24635.85,1691.81,99.75,19/2/2023,45:09.0
1328,24577.6,1694.32,100.14,18/2/2023,45:09.2
1329,24326.95,1674.8,102.88,16/2/2023,45:09.6
1330,24844.21,1703.62,95.88,21/2/2023,45:10.2
1331,24454.08,1659.76,93.81,22/2/2023,45:10.7
1332,24278.81,1680.42,97.43,20/2/2023,45:11.2
1333,23943.32,1650.62,94.62,24/2/2023,45:11.2
1334,24184.9,1642.99,95.27,23/2/2023,45:11.3
1335,23186.88,1609.05,91.59,25/2/2023,45:11.7
1336,23159.71,1594.5,93.15,26/2/2023,45:11.9
1337,23556.83,1641.34,95.24,27/2/2023,45:12.1
1338,23490.01,1633.22,94.06,28/2/2023,45:12.1
1339,23632.12,1665.2,97.75,2/3/2023,45:13.3
1340,23144.37,1605.59,93.8,1/3/2023,45:13.3
1341,23477.28,1649.28,95.49,3/3/2023,45:13.3
1342,22410.13,1565.82,87.36,7/3/2023,45:39.6
1343,22431.99,1564.8,89.94,6/3/2023,45:39.6
1344,22358.18,1569.55,90.6,4/3/2023,45:40.2
1345,21699.41,1532.11,82.72,9/3/2023,45:40.2
1346,20619.34,1483.62,69.73,12/3/2023,45:41.9
1347,24761.61,1704.9,84.29,15/3/2023,45:41.9
1348,22349.74,1566.72,89.35,5/3/2023,45:41.9
1349,22216.02,1592.04,76.89,13/3/2023,45:42.0
1350,20369.78,1437.39,76.83,10/3/2023,45:42.0
1351,24220,1681.93,81.9,14/3/2023,45:42.0
1352,22281.55,1561.61,86.64,8/3/2023,45:42.0
1353,20230.07,1432.15,71.67,11/3/2023,45:42.0
1354,24377.16,1656.7,76.76,16/3/2023,45:43.0
1355,26980.35,1763.88,83.22,19/3/2023,45:43.1
1356,25052.11,1677.36,79.04,17/3/2023,45:43.1
1357,27453.75,1793.61,85.72,18/3/2023,45:44.2
1358,28058.15,1786.37,84.56,20/3/2023,46:09.5
1359,28352.95,1817.27,93.88,24/3/2023,46:10.4
1360,27489.24,1751.79,94.42,25/3/2023,46:11.0
1361,27822.85,1739.28,78.32,21/3/2023,46:11.0
1362,28201.22,1806.79,82.74,22/3/2023,46:11.2
1363,27489.56,1743.69,91.6,26/3/2023,46:11.2
1364,27324.05,1738.99,87.46,23/3/2023,46:11.8
1365,27142.85,1716.13,89.3,28/3/2023,46:11.8
1366,27995.27,1775.85,93.41,27/3/2023,46:12.0
1367,27274.18,1773.82,89.16,29/3/2023,46:12.0
1368,28188.34,1795.41,92.89,3/4/2023,46:13.0
1369,28471.03,1821.69,92.6,2/4/2023,46:13.0
1370,28475.41,1822.11,89.59,1/4/2023,46:13.1
1371,28359.54,1793.4,91.32,30/3/2023,46:13.1
1372,28034.88,1793.68,89.09,31/3/2023,46:13.1
1373,27809.55,1810.91,92.99,4/4/2023,46:13.3
1374,28052.74,1873.28,91,7/4/2023,46:39.9
1375,27930.12,1865.02,90.66,8/4/2023,46:40.5
1376,28342.28,1859.85,90.65,10/4/2023,46:40.8
1377,28175.27,1910.59,92.68,6/4/2023,46:40.9
1378,28178.66,1871.19,92.63,5/4/2023,46:40.9
1379,27958.19,1849.83,89.95,9/4/2023,46:41.7
1380,30227.18,1891.78,94.32,12/4/2023,46:41.7
1381,30410.03,2014.12,94.26,14/4/2023,46:42.2
1382,30492.91,2101.81,96.39,15/4/2023,46:42.5
1383,29912.2,1918.9,92.16,13/4/2023,46:42.7
1384,30325.07,2092.44,96.8,16/4/2023,46:42.8
1385,29657.7,1911.22,93.84,11/4/2023,46:43.0
1386,30321.41,2120.01,100.37,17/4/2023,46:43.0
1387,29449.91,2075.63,98.91,18/4/2023,46:43.2
1388,30394.5,2104.54,101.95,19/4/2023,46:43.3
1389,28809.71,1934.63,90.44,20/4/2023,46:44.4
1390,28248.18,1942.91,90.23,21/4/2023,47:10.7
1391,27252.96,1848.21,85.34,22/4/2023,47:10.7
1392,27820.99,1874.48,87.07,23/4/2023,47:10.8
1393,28304.42,1866.22,91.05,26/4/2023,47:11.3
1394,27592.7,1861.91,86.79,24/4/2023,47:12.3
1395,29486.97,1908.92,89.75,28/4/2023,47:12.3
1396,28387.07,1862.08,88.19,27/4/2023,47:12.3
1397,27513.85,1842.11,88.33,25/4/2023,47:12.3
1398,29039.36,1905.89,88.92,4/5/2023,47:14.0
1399,28077.44,1831.36,86.75,2/5/2023,47:14.0
1400,29249.24,1908.96,91.11,30/4/2023,47:14.0
1401,28683.41,1871.27,88.24,3/5/2023,47:14.0
1402,29240.49,1870.67,88.27,1/5/2023,47:14.0
1403,29339.47,1892.43,89.69,29/4/2023,47:14.0
1404,29538.87,1995.77,88.7,6/5/2023,47:14.3
1405,28857.88,1878.25,88.43,5/5/2023,47:15.0
1406,28901.3,1900.12,83.44,7/5/2023,47:40.1
1407,28472.68,1873.28,83.5,8/5/2023,47:40.1
1408,27621.5,1842.33,80.99,11/5/2023,47:41.2
1409,27693.24,1849.11,77.8,9/5/2023,47:41.7
1410,26986.79,1795.22,80.93,12/5/2023,47:42.8
1411,26929.98,1800,83.54,15/5/2023,47:42.9
1412,26786.99,1796.01,80.29,14/5/2023,47:42.9
1413,26808.8,1808.24,80.48,13/5/2023,47:43.3
1414,27647.29,1847.5,79.95,10/5/2023,47:43.3
1415,27165.26,1816.8,86.93,16/5/2023,47:43.6
1416,27037.72,1824.57,90,17/5/2023,47:43.6
1417,26819.64,1800.61,90.26,19/5/2023,47:44.3
1418,27407.76,1822.46,93.88,18/5/2023,47:44.3
1419,26890.27,1812.84,91.77,20/5/2023,47:44.5
1420,27113.97,1819.9,92.45,21/5/2023,47:44.5
1421,26751,1805.35,92.2,22/5/2023,47:44.7
1422,27222.86,1854.75,91.7,24/5/2023,48:10.4
1423,26479.15,1805.76,86.59,26/5/2023,48:11.5
1424,26870.13,1830.6,88.59,28/5/2023,48:12.3
1425,26321.42,1799.79,85.83,25/5/2023,48:12.4
1426,26854.09,1817.76,90.86,23/5/2023,48:13.0
1427,26711.56,1828.32,87.1,27/5/2023,48:13.1
1428,28070.04,1909.1,91.49,29/5/2023,48:13.4
1429,27700.68,1901.1,92.29,31/5/2023,48:13.9
1430,26827.73,1862.33,94.17,2/6/2023,48:14.0
1431,27744.81,1893.18,90.89,30/5/2023,48:14.1
1432,27252.67,1907.44,95.48,3/6/2023,48:14.4
1433,27221.54,1874.08,90.44,1/6/2023,48:14.6
1434,27122.03,1890.22,94.19,5/6/2023,48:14.8
1435,27078.27,1892.62,96.04,4/6/2023,48:14.9
1436,27243.45,1884.93,90.94,7/6/2023,48:15.1
1437,25741.5,1811.21,87.74,6/6/2023,48:15.2
1438,26505.71,1846.21,88.53,9/6/2023,48:40.6
1439,26482.8,1840.46,89.36,10/6/2023,48:40.8
1440,26347.09,1832.43,88.87,8/6/2023,48:41.6
1441,25123.41,1650.84,73.16,15/6/2023,48:42.8
1442,25856.1,1752.32,77.23,11/6/2023,48:42.9
1443,25905.99,1742.69,77.5,13/6/2023,48:43.0
1444,25929.35,1739.51,77.5,14/6/2023,48:43.1
1445,25936.98,1753.1,77.7,12/6/2023,48:43.1
